Text	Label	Saliency	Words	Correct
..propose new high ..format los angeles ............tx ........................propose a new .............	3	Last_Attention	10	0
group to propose new high ..format los angeles reuters a ...companies .texas ....tx ......................they will propose a new .networking standard ..........	3	Last_Attention	20	0
group to propose new high .wireless format los angeles reuters a ...companies .texas ..& .tx .& ...............& ....they will propose a new wireless networking standard up .....of the current generation 	3	Last_Attention	30	0
group to propose new high speed wireless format los angeles reuters a group of technology companies including texas ..& .tx .& gt .& ..pa .....& ..o & ....they will propose a new wireless networking standard up .....of the current generation 	3	Last_Attention	40	1
......wireless ...reuters ...........tx ...........................wireless networking ...........	3	Vanilla_Gradient	5	0
group .....wireless format .angeles reuters ...........tx ...........broad ...............wireless networking standard ..........	3	Vanilla_Gradient	10	1
group .propose ..speed wireless format los angeles reuters ...technology companies .texas instruments ..lt tx ...........broad ............propose ..wireless networking standard .........generation 	3	Vanilla_Gradient	20	1
group .propose ..speed wireless format los angeles reuters .group .technology companies .texas instruments ..lt tx .....lt .....broad corp .lt .....thursday said .will propose ..wireless networking standard up ....speed ..current generation 	3	Vanilla_Gradient	30	0
group .propose ..speed wireless format los angeles reuters a group .technology companies .texas instruments inc .lt tx ..gt ..lt st pa .gt .broad corp .lt br ..gt .thursday said .will propose .new wireless networking standard up ..times .speed ..current generation 	3	Vanilla_Gradient	40	1
.......format ......technology ...instruments ................................networking standard ..........	3	InputXGrad	5	1
.to .....format ...a ..technology ...instruments ..............................new .networking standard up ........generation 	3	InputXGrad	10	1
.to .....format los ..a .of technology ...instruments inc .....gt st ..st ..gt ........gt .......new .networking standard up ......the current generation 	3	InputXGrad	20	1
.to propose new ...format los ..a .of technology ...instruments inc .....gt st & .st .& gt ...& lt ..& gt on ......new .networking standard up to ..the ..the current generation 	3	InputXGrad	30	1
.to propose new ...format los ..a .of technology companies including texas instruments inc .....gt st & .st pa & gt .broad .& lt br .& gt on thursday ..will ..new .networking standard up to 10 .the .of the current generation 	3	InputXGrad	40	0
.......format ......technology ...instruments ................................networking ..........generation 	3	Integrated_Gradient	5	1
.....speed .format ......technology ...instruments .............gt .................wireless networking standard ........current generation 	3	Integrated_Gradient	10	1
...new .speed .format ......technology ...instruments ..lt ......lt ...gt ....lt br ..gt .......new wireless networking standard ..10 ..speed of .current generation 	3	Integrated_Gradient	20	1
...new high speed .format ......technology ...instruments ..lt tx ..gt st .lt st ..gt .broad ..lt br ..gt on ..they will ..new wireless networking standard ..10 .the speed of .current generation 	3	Integrated_Gradient	30	1
..propose new high speed .format .....of technology .including .instruments ..lt tx .& gt st .lt st .& gt .broad .& lt br .& gt on ..they will propose .new wireless networking standard .to 10 .the speed of the current generation 	3	Integrated_Gradient	40	1
.......format ...a ..technology ....................................networking standard ..........	3	DeepLIFT	5	1
.to .....format ...a ..technology ...instruments ......................gt .......new .networking standard up .........	3	DeepLIFT	10	1
.to .....format ...a .of technology ...instruments ......gt st ..st ..gt ...& ....gt on ......new .networking standard up ......the current generation 	3	DeepLIFT	20	1
.to propose new ...format los ..a .of technology ...instruments inc .....gt st & .st ..gt ...& lt ..& gt on ...will ..new .networking standard up to ..the ..the current generation 	3	DeepLIFT	30	0
.to propose new ...format los ..a .of technology companies ..instruments inc & ...& gt st & .st pa & gt ...& lt br o & gt on thursday ..will ..new .networking standard up to 10 .the .of the current generation 	3	DeepLIFT	40	1
.....speed ..............& ...............& ............new .........of ...	3	LIME	5	0
.....speed ........technology .....& ..........& ....& ............new .networking standard ..10 ...of ...	3	LIME	10	1
.....speed .format ...a ..technology .....& ..........& .and ..& ....gt on .said ..propose .new wireless networking standard .to 10 times ..of ...	3	LIME	20	1
.....speed .format ...a ..technology companies ....& ..n ...& lt ..& gt and ..& .br .& gt on thursday said they .propose .new wireless networking standard .to 10 times ..of .current .	3	LIME	30	1
group ....speed .format los .reuters a ..technology companies including .instruments .& ..n .gt .& lt ..& gt and ..& lt br .& gt on thursday said they will propose .new wireless networking standard .to 10 times ..of the current generation 	3	LIME	40	1
.....speed ..los .............................br .............standard .to ........	3	Random	5	0
..propose ..speed ..los ...........& .tx ...............br .............standard .to ...speed ..current .	3	Random	10	0
..propose new .speed ..los angeles ..........& .tx ...st ......and broad ...br o ....said ...a ...standard .to 10 .the speed ..current .	3	Random	20	0
